Eligibility Year,Eligibility Month,County,Plan Name,Number of Enrollees
2018,4,KINGS,AFFINITY HEALTH PLAN,694
2018,4,KINGS,AMERIGROUP NY,12095
2018,4,KINGS,FIDELIS HC NY,8634
2018,4,KINGS,HEALTHFIRST,9349
2018,4,KINGS,HIP,1218
2018,4,KINGS,METROPLUS,4718
2018,4,KINGS,UNITED HEALTHCARE COMM PLAN,14258
2018,4,KINGS,WELLCARE,693
2018,4,LEWIS,EXCELLUS,435
2018,4,LEWIS,FIDELIS HC NY,258
2018,4,LEWIS,MVP,23
2018,4,LEWIS,UNITED HEALTHCARE COMM PLAN,78
2018,4,LIVINGSTON,EXCELLUS,734
2018,4,LIVINGSTON,FIDELIS HC NY,280
2018,4,LIVINGSTON,MVP,93
2018,4,MADISON,EXCELLUS,456
2018,4,MADISON,FIDELIS HC NY,761
2018,4,MADISON,UNITED HEALTHCARE COMM PLAN,84
2018,4,MONROE,EXCELLUS,10494
2018,4,MONROE,FIDELIS HC NY,1681
2018,4,MONROE,MVP,932
2018,4,MONROE,UNITED HEALTHCARE COMM PLAN,465
2018,4,MONROE,UNIVERA COMMUNITY HEALTH INC,70
2018,4,MONTGOMERY,CDPHP,334
2018,4,MONTGOMERY,EXCELLUS,50
2018,4,MONTGOMERY,FIDELIS HC NY,862
2018,4,NASSAU,AFFINITY HEALTH PLAN,1450
2018,4,NASSAU,AMERIGROUP NY,6271
2018,4,NASSAU,FIDELIS HC NY,7858
2018,4,NASSAU,HEALTHFIRST,4701
2018,4,NASSAU,HIP,1860
2018,4,NASSAU,UNITED HEALTHCARE COMM PLAN,8078
2018,4,NASSAU,WELLCARE,185
2018,4,NEW YORK,AFFINITY HEALTH PLAN,612
2018,4,NEW YORK,AMERIGROUP NY,1757
2018,4,NEW YORK,FIDELIS HC NY,1802
2018,4,NEW YORK,HEALTHFIRST,3299
2018,4,NEW YORK,HIP,568
2018,4,NEW YORK,METROPLUS,1039
2018,4,NEW YORK,UNITED HEALTHCARE COMM PLAN,797
2018,4,NEW YORK,WELLCARE,229
2018,4,NIAGARA,FIDELIS HC NY,2585
2018,4,NIAGARA,HEALTHNOW,42
2018,4,NIAGARA,INDEPENDENT HEALTH,692
2018,4,NIAGARA,UNITED HEALTHCARE COMM PLAN,138
2018,4,NIAGARA,WELLCARE,18
2018,4,ONEIDA,CDPHP,31
2018,4,ONEIDA,EXCELLUS,1497
2018,4,ONEIDA,FIDELIS HC NY,3132
2018,4,ONEIDA,MVP,42
2018,4,ONEIDA,UNITED HEALTHCARE COMM PLAN,225
2018,4,ONONDAGA,EXCELLUS,2208
2018,4,ONONDAGA,FIDELIS HC NY,4410
2018,4,ONONDAGA,TOTAL CARE,750
2018,4,ONONDAGA,UNITED HEALTHCARE COMM PLAN,664
2018,4,ONTARIO,EXCELLUS,2035
2018,4,ONTARIO,FIDELIS HC NY,272
2018,4,ONTARIO,MVP,89
2018,4,ONTARIO,UNITED HEALTHCARE COMM PLAN,34
2018,4,ONTARIO,UNIVERA COMMUNITY HEALTH INC,23
2018,4,ORANGE,AFFINITY HEALTH PLAN,1582
2018,4,ORANGE,CDPHP,89
2018,4,ORANGE,FIDELIS HC NY,4698
2018,4,ORANGE,MVP,1999
2018,4,ORANGE,UNITED HEALTHCARE COMM PLAN,393
2018,4,ORANGE,WELLCARE,235
2018,4,ORLEANS,EXCELLUS,286
2018,4,ORLEANS,FIDELIS HC NY,469
2018,4,ORLEANS,HEALTHNOW,80
2018,4,OSWEGO,EXCELLUS,453
2018,4,OSWEGO,FIDELIS HC NY,1703
2018,4,OSWEGO,TOTAL CARE,112
2018,4,OSWEGO,UNITED HEALTHCARE COMM PLAN,337
2018,4,OTSEGO,CDPHP,134
2018,4,OTSEGO,EXCELLUS,437
2018,4,OTSEGO,FIDELIS HC NY,626
2018,4,PUTNAM,AMERIGROUP NY,445
2018,4,PUTNAM,FIDELIS HC NY,1338
2018,4,PUTNAM,MVP,105
2018,4,QUEENS,AFFINITY HEALTH PLAN,1337
2018,4,QUEENS,AMERIGROUP NY,9911
2018,4,QUEENS,FIDELIS HC NY,11529
2018,4,QUEENS,HEALTHFIRST,12248
2018,4,QUEENS,HIP,2756
2018,4,QUEENS,METROPLUS,7345
2018,4,QUEENS,UNITED HEALTHCARE COMM PLAN,6195
2018,4,QUEENS,WELLCARE,1548
2018,4,RENSSELAER,CDPHP,1917
2018,4,RENSSELAER,FIDELIS HC NY,782
2018,4,RENSSELAER,MVP,103
2018,4,RENSSELAER,UNITED HEALTHCARE COMM PLAN,26
2018,4,RENSSELAER,WELLCARE,38
2018,4,RICHMOND,AFFINITY HEALTH PLAN,35
2018,4,RICHMOND,AMERIGROUP NY,2701
2018,4,RICHMOND,FIDELIS HC NY,2442
2018,4,RICHMOND,HEALTHFIRST,783
2018,4,RICHMOND,HIP,297
2018,4,RICHMOND,METROPLUS,80
2018,4,RICHMOND,UNITED HEALTHCARE COMM PLAN,859
2018,4,ROCKLAND,AFFINITY HEALTH PLAN,569
2018,4,ROCKLAND,FIDELIS HC NY,9402
2018,4,ROCKLAND,MVP,1227
2018,4,ROCKLAND,UNITED HEALTHCARE COMM PLAN,673
2018,4,ROCKLAND,WELLCARE,338
2018,4,SARATOGA,CDPHP,2422
2018,4,SARATOGA,FIDELIS HC NY,1760
2018,4,SARATOGA,MVP,198
2018,4,SCHENECTADY,CDPHP,1609
2018,4,SCHENECTADY,FIDELIS HC NY,1746
2018,4,SCHENECTADY,MVP,162
2018,4,SCHENECTADY,WELLCARE,23
2018,4,SCHOHARIE,CDPHP,406
2018,4,SCHOHARIE,FIDELIS HC NY,189
2018,4,SCHUYLER,EXCELLUS,127
2018,4,SCHUYLER,FIDELIS HC NY,214
2018,4,SENECA,EXCELLUS,439
2018,4,SENECA,FIDELIS HC NY,115
2018,4,SENECA,UNITED HEALTHCARE COMM PLAN,32
2018,4,STEUBEN,EXCELLUS,666
2018,4,STEUBEN,FIDELIS HC NY,872
2018,4,STEUBEN,WELLCARE,1
2018,4,ST. LAWRENCE,EXCELLUS,746
2018,4,ST. LAWRENCE,FIDELIS HC NY,844
2018,4,ST. LAWRENCE,UNITED HEALTHCARE COMM PLAN,256
2018,4,SUFFOLK,AFFINITY HEALTH PLAN,3681
2018,4,SUFFOLK,AMERIGROUP NY,3876
2018,4,SUFFOLK,FIDELIS HC NY,9403
2018,4,SUFFOLK,HEALTHFIRST,8447
2018,4,SUFFOLK,HIP,1720
2018,4,SUFFOLK,UNITED HEALTHCARE COMM PLAN,11227
2018,4,SULLIVAN,FIDELIS HC NY,654
2018,4,SULLIVAN,MVP,739
2018,4,TIOGA,CDPHP,69
2018,4,TIOGA,EXCELLUS,328
2018,4,TIOGA,FIDELIS HC NY,422
2018,4,TIOGA,UNITED HEALTHCARE COMM PLAN,31
2018,4,TOMPKINS,EXCELLUS,491
2018,4,TOMPKINS,FIDELIS HC NY,695
2018,4,TOMPKINS,TOTAL CARE,184
2018,4,ULSTER,CDPHP,201
2018,4,ULSTER,FIDELIS HC NY,2240
2018,4,ULSTER,MVP,976
2018,4,ULSTER,UNITED HEALTHCARE COMM PLAN,98
2018,4,ULSTER,WELLCARE,183
2018,4,WARREN,CDPHP,325
2018,4,WARREN,FIDELIS HC NY,1177
2018,4,WARREN,MVP,47
2018,4,WARREN,UNITED HEALTHCARE COMM PLAN,30
2018,4,WASHINGTON,CDPHP,549
2018,4,WASHINGTON,FIDELIS HC NY,1261
2018,4,WASHINGTON,MVP,23
2018,4,WAYNE,EXCELLUS,2012
2018,4,WAYNE,FIDELIS HC NY,391
2018,4,WAYNE,UNITED HEALTHCARE COMM PLAN,55
2018,4,WESTCHESTER,AFFINITY HEALTH PLAN,1357
2018,4,WESTCHESTER,AMERIGROUP NY,1886
2018,4,WESTCHESTER,FIDELIS HC NY,4205
2018,4,WESTCHESTER,HIP,844
2018,4,WESTCHESTER,MVP,6037
2018,4,WESTCHESTER,UNITED HEALTHCARE COMM PLAN,894
2018,4,WYOMING,FIDELIS HC NY,643
2018,4,WYOMING,HEALTHNOW,229
2018,4,WYOMING,UNIVERA COMMUNITY HEALTH INC,15
2018,4,YATES,EXCELLUS,421
2018,4,YATES,FIDELIS HC NY,62
2018,3,ALBANY,CDPHP,3166
2018,3,ALBANY,FIDELIS HC NY,1446
2018,3,ALBANY,MVP,185
2018,3,ALBANY,UNITED HEALTHCARE COMM PLAN,104
2018,3,ALBANY,WELLCARE,60
2018,3,ALLEGANY,FIDELIS HC NY,385
2018,3,ALLEGANY,HEALTHNOW,127
2018,3,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,144
2018,3,BRONX,AFFINITY HEALTH PLAN,1944
2018,3,BRONX,AMERIGROUP NY,1778
2018,3,BRONX,FIDELIS HC NY,3007
2018,3,BRONX,HEALTHFIRST,6564
2018,3,BRONX,HIP,611
2018,3,BRONX,METROPLUS,3797
2018,3,BRONX,UNITED HEALTHCARE COMM PLAN,902
2018,3,BRONX,WELLCARE,528
2018,3,BROOME,CDPHP,127
2018,3,BROOME,EXCELLUS,1858
2018,3,BROOME,FIDELIS HC NY,772
2018,3,BROOME,UNITED HEALTHCARE COMM PLAN,92
2018,3,CATTARAUGUS,FIDELIS HC NY,811
2018,3,CATTARAUGUS,HEALTHNOW,288
2018,3,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,257
2018,3,CAYUGA,EXCELLUS,578
2018,3,CAYUGA,FIDELIS HC NY,945
2018,3,CAYUGA,UNITED HEALTHCARE COMM PLAN,123
2018,3,CHAUTAUQUA,FIDELIS HC NY,1713
2018,3,CHAUTAUQUA,HEALTHNOW,180
2018,3,CHAUTAUQUA,UNITED HEALTHCARE COMM PLAN,6
2018,3,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,115
2018,3,CHEMUNG,EXCELLUS,316
2018,3,CHEMUNG,FIDELIS HC NY,586
2018,3,CHEMUNG,UNITED HEALTHCARE COMM PLAN,55
2018,3,CHENANGO,CDPHP,22
2018,3,CHENANGO,EXCELLUS,331
2018,3,CHENANGO,FIDELIS HC NY,623
2018,3,CHENANGO,UNITED HEALTHCARE COMM PLAN,41
2018,3,CLINTON,EXCELLUS,357
2018,3,CLINTON,FIDELIS HC NY,1098
2018,3,CLINTON,UNITED HEALTHCARE COMM PLAN,42
2018,3,COLUMBIA,CDPHP,673
2018,3,COLUMBIA,FIDELIS HC NY,649
2018,3,COLUMBIA,MVP,42
2018,3,COLUMBIA,UNITED HEALTHCARE COMM PLAN,15
2018,3,CORTLAND,EXCELLUS,276
2018,3,CORTLAND,FIDELIS HC NY,754
2018,3,CORTLAND,TOTAL CARE,26
2018,3,DELAWARE,CDPHP,69
2018,3,DELAWARE,EXCELLUS,148
2018,3,DELAWARE,FIDELIS HC NY,486
2018,3,DUTCHESS,CDPHP,142
2018,3,DUTCHESS,FIDELIS HC NY,2964
2018,3,DUTCHESS,MVP,1594
2018,3,DUTCHESS,WELLCARE,432
2018,3,ERIE,FIDELIS HC NY,3880
2018,3,ERIE,HEALTHNOW,1674
2018,3,ERIE,INDEPENDENT HEALTH,4775
2018,3,ERIE,UNIVERA COMMUNITY HEALTH INC,1812
2018,3,ERIE,WELLCARE,76
2018,3,ESSEX,CDPHP,30
2018,3,ESSEX,EXCELLUS,255
2018,3,ESSEX,FIDELIS HC NY,548
2018,3,ESSEX,UNITED HEALTHCARE COMM PLAN,19
2018,3,FRANKLIN,EXCELLUS,280
2018,3,FRANKLIN,FIDELIS HC NY,484
2018,3,FULTON,CDPHP,241
2018,3,FULTON,EXCELLUS,50
2018,3,FULTON,FIDELIS HC NY,1142
2018,3,FULTON,UNITED HEALTHCARE COMM PLAN,5
2018,3,GENESEE,FIDELIS HC NY,760
2018,3,GENESEE,HEALTHNOW,19
2018,3,GENESEE,MVP,264
2018,3,GENESEE,UNITED HEALTHCARE COMM PLAN,51
2018,3,GREENE,CDPHP,458
2018,3,GREENE,FIDELIS HC NY,469
2018,3,GREENE,MVP,40
2018,3,HAMILTON,EXCELLUS,17
2018,3,HAMILTON,FIDELIS HC NY,76
2018,3,HERKIMER,CDPHP,28
2018,3,HERKIMER,EXCELLUS,388
2018,3,HERKIMER,FIDELIS HC NY,1364
2018,3,HERKIMER,UNITED HEALTHCARE COMM PLAN,11
2018,3,JEFFERSON,EXCELLUS,960
2018,3,JEFFERSON,FIDELIS HC NY,235
2018,3,JEFFERSON,MVP,73
2018,3,JEFFERSON,UNITED HEALTHCARE COMM PLAN,636
2018,3,KINGS,AFFINITY HEALTH PLAN,679
2018,3,KINGS,AMERIGROUP NY,12137
2018,3,KINGS,FIDELIS HC NY,8640
2018,3,KINGS,HEALTHFIRST,8999
2018,3,KINGS,HIP,1203
2018,3,KINGS,METROPLUS,4621
2018,3,KINGS,UNITED HEALTHCARE COMM PLAN,14081
2018,3,KINGS,WELLCARE,673
2018,3,LEWIS,EXCELLUS,419
2018,3,LEWIS,FIDELIS HC NY,238
2018,3,LEWIS,MVP,22
2018,3,LEWIS,UNITED HEALTHCARE COMM PLAN,76
2018,3,LIVINGSTON,EXCELLUS,736
2018,3,LIVINGSTON,FIDELIS HC NY,269
2018,3,LIVINGSTON,MVP,95
2018,3,MADISON,EXCELLUS,446
2018,3,MADISON,FIDELIS HC NY,759
2018,3,MADISON,UNITED HEALTHCARE COMM PLAN,78
2018,3,MONROE,EXCELLUS,10439
2018,3,MONROE,FIDELIS HC NY,1672
2018,3,MONROE,MVP,974
2018,3,MONROE,UNITED HEALTHCARE COMM PLAN,468
2018,3,MONROE,UNIVERA COMMUNITY HEALTH INC,63
2018,3,MONTGOMERY,CDPHP,344
2018,3,MONTGOMERY,EXCELLUS,51
2018,3,MONTGOMERY,FIDELIS HC NY,855
2018,3,NASSAU,AFFINITY HEALTH PLAN,1456
2018,3,NASSAU,AMERIGROUP NY,6356
2018,3,NASSAU,FIDELIS HC NY,7873
2018,3,NASSAU,HEALTHFIRST,4593
2018,3,NASSAU,HIP,1875
2018,3,NASSAU,UNITED HEALTHCARE COMM PLAN,8085
2018,3,NASSAU,WELLCARE,178
2018,3,NEW YORK,AFFINITY HEALTH PLAN,596
2018,3,NEW YORK,AMERIGROUP NY,1761
2018,3,NEW YORK,FIDELIS HC NY,1827
2018,3,NEW YORK,HEALTHFIRST,3178
2018,3,NEW YORK,HIP,576
2018,3,NEW YORK,METROPLUS,1031
2018,3,NEW YORK,UNITED HEALTHCARE COMM PLAN,823
2018,3,NEW YORK,WELLCARE,230
2018,3,NIAGARA,FIDELIS HC NY,2539
2018,3,NIAGARA,HEALTHNOW,27
2018,3,NIAGARA,INDEPENDENT HEALTH,678
2018,3,NIAGARA,UNITED HEALTHCARE COMM PLAN,136
2018,3,NIAGARA,WELLCARE,14
2018,3,ONEIDA,CDPHP,32
2018,3,ONEIDA,EXCELLUS,1483
2018,3,ONEIDA,FIDELIS HC NY,3037
2018,3,ONEIDA,MVP,40
2018,3,ONEIDA,UNITED HEALTHCARE COMM PLAN,230
2018,3,ONONDAGA,EXCELLUS,2235
2018,3,ONONDAGA,FIDELIS HC NY,4395
2018,3,ONONDAGA,TOTAL CARE,757
2018,3,ONONDAGA,UNITED HEALTHCARE COMM PLAN,650
2018,3,ONTARIO,EXCELLUS,2006
2018,3,ONTARIO,FIDELIS HC NY,289
2018,3,ONTARIO,MVP,83
2018,3,ONTARIO,UNITED HEALTHCARE COMM PLAN,33
2018,3,ONTARIO,UNIVERA COMMUNITY HEALTH INC,22
2018,3,ORANGE,AFFINITY HEALTH PLAN,1612
2018,3,ORANGE,CDPHP,90
2018,3,ORANGE,FIDELIS HC NY,4579
2018,3,ORANGE,MVP,1948
2018,3,ORANGE,UNITED HEALTHCARE COMM PLAN,373
2018,3,ORANGE,WELLCARE,231
2018,3,ORLEANS,EXCELLUS,287
2018,3,ORLEANS,FIDELIS HC NY,459
2018,3,ORLEANS,HEALTHNOW,90
2018,3,OSWEGO,EXCELLUS,454
2018,3,OSWEGO,FIDELIS HC NY,1691
2018,3,OSWEGO,TOTAL CARE,104
2018,3,OSWEGO,UNITED HEALTHCARE COMM PLAN,326
2018,3,OTSEGO,CDPHP,134
2018,3,OTSEGO,EXCELLUS,448
2018,3,OTSEGO,FIDELIS HC NY,624
2018,3,PUTNAM,AMERIGROUP NY,433
2018,3,PUTNAM,FIDELIS HC NY,1357
2018,3,PUTNAM,MVP,113
2018,3,QUEENS,AFFINITY HEALTH PLAN,1290
2018,3,QUEENS,AMERIGROUP NY,10003
2018,3,QUEENS,FIDELIS HC NY,11435
2018,3,QUEENS,HEALTHFIRST,11769
2018,3,QUEENS,HIP,2752
2018,3,QUEENS,METROPLUS,7362
2018,3,QUEENS,UNITED HEALTHCARE COMM PLAN,6187
2018,3,QUEENS,WELLCARE,1483
2018,3,RENSSELAER,CDPHP,1923
2018,3,RENSSELAER,FIDELIS HC NY,773
2018,3,RENSSELAER,MVP,90
2018,3,RENSSELAER,UNITED HEALTHCARE COMM PLAN,25
2018,3,RENSSELAER,WELLCARE,34
2018,3,RICHMOND,AFFINITY HEALTH PLAN,34
2018,3,RICHMOND,AMERIGROUP NY,2722
2018,3,RICHMOND,FIDELIS HC NY,2454
2018,3,RICHMOND,HEALTHFIRST,746
2018,3,RICHMOND,HIP,274
2018,3,RICHMOND,METROPLUS,82
2018,3,RICHMOND,UNITED HEALTHCARE COMM PLAN,847
2018,3,ROCKLAND,AFFINITY HEALTH PLAN,569
2018,3,ROCKLAND,FIDELIS HC NY,9353
2018,3,ROCKLAND,MVP,1276
2018,3,ROCKLAND,UNITED HEALTHCARE COMM PLAN,691
2018,3,ROCKLAND,WELLCARE,327
2018,3,SARATOGA,CDPHP,2418
2018,3,SARATOGA,FIDELIS HC NY,1783
2018,3,SARATOGA,MVP,195
2018,3,SCHENECTADY,CDPHP,1608
2018,3,SCHENECTADY,FIDELIS HC NY,1774
2018,3,SCHENECTADY,MVP,163
2018,3,SCHENECTADY,WELLCARE,15
2018,3,SCHOHARIE,CDPHP,399
2018,3,SCHOHARIE,FIDELIS HC NY,188
2018,3,SCHUYLER,EXCELLUS,124
2018,3,SCHUYLER,FIDELIS HC NY,207
2018,3,SENECA,EXCELLUS,438
2018,3,SENECA,FIDELIS HC NY,114
2018,3,SENECA,UNITED HEALTHCARE COMM PLAN,30
2018,3,STEUBEN,EXCELLUS,663
2018,3,STEUBEN,FIDELIS HC NY,867
2018,3,STEUBEN,WELLCARE,1
2018,3,ST. LAWRENCE,EXCELLUS,744
2018,3,ST. LAWRENCE,FIDELIS HC NY,832
2018,3,ST. LAWRENCE,UNITED HEALTHCARE COMM PLAN,231
2018,3,SUFFOLK,AFFINITY HEALTH PLAN,3690
2018,3,SUFFOLK,AMERIGROUP NY,3940
2018,3,SUFFOLK,FIDELIS HC NY,9386
2018,3,SUFFOLK,HEALTHFIRST,8234
2018,3,SUFFOLK,HIP,1720
2018,3,SUFFOLK,UNITED HEALTHCARE COMM PLAN,11205
2018,3,SULLIVAN,FIDELIS HC NY,633
2018,3,SULLIVAN,MVP,758
2018,3,TIOGA,CDPHP,72
2018,3,TIOGA,EXCELLUS,337
2018,3,TIOGA,FIDELIS HC NY,402
2018,3,TIOGA,UNITED HEALTHCARE COMM PLAN,30
2018,3,TOMPKINS,EXCELLUS,490
2018,3,TOMPKINS,FIDELIS HC NY,700
2018,3,TOMPKINS,TOTAL CARE,178
2018,3,ULSTER,CDPHP,204
2018,3,ULSTER,FIDELIS HC NY,2263
2018,3,ULSTER,MVP,1033
2018,3,ULSTER,UNITED HEALTHCARE COMM PLAN,89
2018,3,ULSTER,WELLCARE,179
2018,3,WARREN,CDPHP,322
2018,3,WARREN,FIDELIS HC NY,1185
2018,3,WARREN,MVP,52
2018,3,WARREN,UNITED HEALTHCARE COMM PLAN,31
2018,3,WASHINGTON,CDPHP,572
2018,3,WASHINGTON,FIDELIS HC NY,1225
2018,3,WASHINGTON,MVP,22
2018,3,WAYNE,EXCELLUS,1977
2018,3,WAYNE,FIDELIS HC NY,397
2018,3,WAYNE,UNITED HEALTHCARE COMM PLAN,55
2018,3,WESTCHESTER,AFFINITY HEALTH PLAN,1365
2018,3,WESTCHESTER,AMERIGROUP NY,1989
2018,3,WESTCHESTER,FIDELIS HC NY,4143
2018,3,WESTCHESTER,HIP,842
2018,3,WESTCHESTER,MVP,6155
2018,3,WESTCHESTER,UNITED HEALTHCARE COMM PLAN,878
2018,3,WYOMING,FIDELIS HC NY,634
2018,3,WYOMING,HEALTHNOW,232
2018,3,WYOMING,UNIVERA COMMUNITY HEALTH INC,15
2018,3,YATES,EXCELLUS,420
2018,3,YATES,FIDELIS HC NY,64
2018,2,ALBANY,CDPHP,3118
2018,2,ALBANY,FIDELIS HC NY,1447
2018,2,ALBANY,MVP,176
2018,2,ALBANY,UNITED HEALTHCARE COMM PLAN,102
2018,2,ALBANY,WELLCARE,57
2018,2,ALLEGANY,FIDELIS HC NY,367
2018,2,ALLEGANY,HEALTHNOW,135
2018,2,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,155
2018,2,BRONX,AFFINITY HEALTH PLAN,1913
2018,2,BRONX,AMERIGROUP NY,1722
2018,2,BRONX,FIDELIS HC NY,2913
2018,2,BRONX,HEALTHFIRST,6349
2018,2,BRONX,HIP,616
2018,2,BRONX,METROPLUS,3733
2018,2,BRONX,UNITED HEALTHCARE COMM PLAN,911
2018,2,BRONX,WELLCARE,528
2018,2,BROOME,CDPHP,124
2018,2,BROOME,EXCELLUS,1814
2018,2,BROOME,FIDELIS HC NY,741
2018,2,BROOME,UNITED HEALTHCARE COMM PLAN,94
2018,2,CATTARAUGUS,FIDELIS HC NY,772
2018,2,CATTARAUGUS,HEALTHNOW,292
2018,2,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,260
2018,2,CAYUGA,EXCELLUS,564
2018,2,CAYUGA,FIDELIS HC NY,918
2018,2,CAYUGA,UNITED HEALTHCARE COMM PLAN,117
2018,2,CHAUTAUQUA,FIDELIS HC NY,1683
2018,2,CHAUTAUQUA,HEALTHNOW,169
2018,2,CHAUTAUQUA,UNITED HEALTHCARE COMM PLAN,8
2018,2,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,109
2018,2,CHEMUNG,EXCELLUS,307
2018,2,CHEMUNG,FIDELIS HC NY,572
2018,2,CHEMUNG,UNITED HEALTHCARE COMM PLAN,53
2018,2,CHENANGO,CDPHP,22
2018,2,CHENANGO,EXCELLUS,325
2018,2,CHENANGO,FIDELIS HC NY,612
2018,2,CHENANGO,UNITED HEALTHCARE COMM PLAN,38
2018,2,CLINTON,EXCELLUS,362
2018,2,CLINTON,FIDELIS HC NY,1070
2018,2,CLINTON,UNITED HEALTHCARE COMM PLAN,44
2018,2,COLUMBIA,CDPHP,679
2018,2,COLUMBIA,FIDELIS HC NY,679
2018,2,COLUMBIA,MVP,38
2018,2,COLUMBIA,UNITED HEALTHCARE COMM PLAN,15
2018,2,CORTLAND,EXCELLUS,267
2018,2,CORTLAND,FIDELIS HC NY,745
2018,2,CORTLAND,TOTAL CARE,36
2018,2,DELAWARE,CDPHP,69
2018,2,DELAWARE,EXCELLUS,150
2018,2,DELAWARE,FIDELIS HC NY,460
2018,2,DUTCHESS,CDPHP,142
2018,2,DUTCHESS,FIDELIS HC NY,2925
2018,2,DUTCHESS,MVP,1603
2018,2,DUTCHESS,WELLCARE,421
2018,2,ERIE,FIDELIS HC NY,3827
2018,2,ERIE,HEALTHNOW,1629
2018,2,ERIE,INDEPENDENT HEALTH,4619
2018,2,ERIE,UNIVERA COMMUNITY HEALTH INC,1813
2018,2,ERIE,WELLCARE,79
2018,2,ESSEX,CDPHP,26
2018,2,ESSEX,EXCELLUS,260
2018,2,ESSEX,FIDELIS HC NY,542
2018,2,ESSEX,UNITED HEALTHCARE COMM PLAN,18
2018,2,FRANKLIN,EXCELLUS,271
2018,2,FRANKLIN,FIDELIS HC NY,478
2018,2,FULTON,CDPHP,247
2018,2,FULTON,EXCELLUS,54
2018,2,FULTON,FIDELIS HC NY,1105
2018,2,FULTON,UNITED HEALTHCARE COMM PLAN,8
2018,2,GENESEE,FIDELIS HC NY,733
2018,2,GENESEE,HEALTHNOW,11
2018,2,GENESEE,MVP,273
2018,2,GENESEE,UNITED HEALTHCARE COMM PLAN,47
2018,2,GREENE,CDPHP,459
2018,2,GREENE,FIDELIS HC NY,460
2018,2,GREENE,MVP,38
2018,2,HAMILTON,EXCELLUS,19
2018,2,HAMILTON,FIDELIS HC NY,69
2018,2,HERKIMER,CDPHP,26
2018,2,HERKIMER,EXCELLUS,385
2018,2,HERKIMER,FIDELIS HC NY,1351
2018,2,HERKIMER,UNITED HEALTHCARE COMM PLAN,12
2018,2,JEFFERSON,EXCELLUS,989
2018,2,JEFFERSON,FIDELIS HC NY,234
2018,2,JEFFERSON,MVP,63
2018,2,JEFFERSON,UNITED HEALTHCARE COMM PLAN,633
2018,2,KINGS,AFFINITY HEALTH PLAN,673
2018,2,KINGS,AMERIGROUP NY,12053
2018,2,KINGS,FIDELIS HC NY,8457
2018,2,KINGS,HEALTHFIRST,8697
2018,2,KINGS,HIP,1198
2018,2,KINGS,METROPLUS,4464
2018,2,KINGS,UNITED HEALTHCARE COMM PLAN,13697
2018,2,KINGS,WELLCARE,658
2018,2,LEWIS,EXCELLUS,439
2018,2,LEWIS,FIDELIS HC NY,240
2018,2,LEWIS,MVP,24
2018,2,LEWIS,UNITED HEALTHCARE COMM PLAN,75
2018,2,LIVINGSTON,EXCELLUS,720
2018,2,LIVINGSTON,FIDELIS HC NY,255
2018,2,LIVINGSTON,MVP,92
2018,2,MADISON,EXCELLUS,448
2018,2,MADISON,FIDELIS HC NY,761
2018,2,MADISON,UNITED HEALTHCARE COMM PLAN,79
2018,2,MONROE,EXCELLUS,10426
2018,2,MONROE,FIDELIS HC NY,1671
2018,2,MONROE,MVP,967
2018,2,MONROE,UNITED HEALTHCARE COMM PLAN,433
2018,2,MONROE,UNIVERA COMMUNITY HEALTH INC,67
2018,2,MONTGOMERY,CDPHP,342
2018,2,MONTGOMERY,EXCELLUS,49
2018,2,MONTGOMERY,FIDELIS HC NY,837
2018,2,NASSAU,AFFINITY HEALTH PLAN,1462
2018,2,NASSAU,AMERIGROUP NY,6348
2018,2,NASSAU,FIDELIS HC NY,7732
2018,2,NASSAU,HEALTHFIRST,4507
2018,2,NASSAU,HIP,1904
2018,2,NASSAU,UNITED HEALTHCARE COMM PLAN,7914
2018,2,NASSAU,WELLCARE,180
2018,2,NEW YORK,AFFINITY HEALTH PLAN,579
2018,2,NEW YORK,AMERIGROUP NY,1726
2018,2,NEW YORK,FIDELIS HC NY,1737
2018,2,NEW YORK,HEALTHFIRST,3073
2018,2,NEW YORK,HIP,587
2018,2,NEW YORK,METROPLUS,1016
2018,2,NEW YORK,UNITED HEALTHCARE COMM PLAN,828
2018,2,NEW YORK,WELLCARE,225
2018,2,NIAGARA,FIDELIS HC NY,2505
2018,2,NIAGARA,HEALTHNOW,4
2018,2,NIAGARA,INDEPENDENT HEALTH,646
2018,2,NIAGARA,UNITED HEALTHCARE COMM PLAN,138
2018,2,NIAGARA,WELLCARE,13
2018,2,ONEIDA,CDPHP,32
2018,2,ONEIDA,EXCELLUS,1494
2018,2,ONEIDA,FIDELIS HC NY,3014
2018,2,ONEIDA,MVP,38
2018,2,ONEIDA,UNITED HEALTHCARE COMM PLAN,235
2018,2,ONONDAGA,EXCELLUS,2272
2018,2,ONONDAGA,FIDELIS HC NY,4341
2018,2,ONONDAGA,TOTAL CARE,786
2018,2,ONONDAGA,UNITED HEALTHCARE COMM PLAN,643
2018,2,ONTARIO,EXCELLUS,1993
2018,2,ONTARIO,FIDELIS HC NY,283
2018,2,ONTARIO,MVP,80
