country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Chile,CHL,2/25/2021,3281595,3225451,56144,85836,75281,17.17,16.87,0.29,3938,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/26/2021,3359712,3303451,56261,78117,66159,17.58,17.28,0.29,3461,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/27/2021,3369715,3313450,56265,10003,66214,17.63,17.33,0.29,3464,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/28/2021,3370067,3313802,56265,352,66098,17.63,17.34,0.29,3458,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/1/2021,3507332,3450667,56665,137265,70270,18.35,18.05,0.3,3676,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/2/2021,3678492,3609434,69058,171160,81271,19.24,18.88,0.36,4251,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/3/2021,3989767,3766936,222831,311275,113430,20.87,19.71,1.17,5934,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/4/2021,4299644,3911324,388320,309877,145436,22.49,20.46,2.03,7608,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/5/2021,4596511,4047167,549344,296867,176686,24.05,21.17,2.87,9243,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/6/2021,4630395,4056893,573502,33884,180097,24.22,21.22,3,9421,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/7/2021,4638307,4057958,580349,7912,181177,24.26,21.23,3.04,9478,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/8/2021,4988063,4194161,793902,349756,211533,26.09,21.94,4.15,11066,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/9/2021,5363586,4332838,1030748,375523,240728,28.06,22.67,5.39,12593,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/10/2021,5762426,4468048,1294378,398840,253237,30.14,23.37,6.77,13247,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/11/2021,6177146,4638532,1538614,414720,268215,32.31,24.26,8.05,14031,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/12/2021,6549361,4788833,1760528,372215,278979,34.26,25.05,9.21,14594,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/13/2021,6599488,4813003,1786485,50127,281299,34.52,25.18,9.35,14715,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/14/2021,6605951,4815671,1790280,6463,281092,34.56,25.19,9.37,14704,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/15/2021,7033101,4972102,2060999,427150,292148,36.79,26.01,10.78,15283,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/16/2021,7437597,5135573,2302024,404496,296287,38.91,26.87,12.04,15499,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,3/17/2021,7779529,5274603,2504926,341932,288158,40.7,27.59,13.1,15074,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
China,CHN,12/15/2020,1500000,,,,,0.1,,,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/16/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/17/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/18/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/19/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/20/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/21/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/22/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/23/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/24/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/25/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/26/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/27/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/28/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/29/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/30/2020,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,12/31/2020,4500000,,,,187500,0.31,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/1/2021,,,,,232143,,,,161,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/2/2021,,,,,276786,,,,192,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/3/2021,,,,,321429,,,,223,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/4/2021,,,,,366071,,,,254,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/5/2021,,,,,410714,,,,285,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/6/2021,,,,,455357,,,,316,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/7/2021,,,,,500000,,,,347,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/8/2021,,,,,500000,,,,347,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/9/2021,9000000,,,,500000,0.63,,,347,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/10/2021,,,,,464286,,,,323,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/11/2021,,,,,428571,,,,298,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/12/2021,,,,,392857,,,,273,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/13/2021,10000000,,,,357143,0.69,,,248,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/14/2021,,,,,387755,,,,269,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/15/2021,,,,,418367,,,,291,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/16/2021,,,,,448980,,,,312,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/17/2021,,,,,515306,,,,358,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/18/2021,,,,,581633,,,,404,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/19/2021,,,,,647959,,,,450,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/20/2021,15000000,,,,714286,1.04,,,496,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/21/2021,,,,,770755,,,,535,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/22/2021,,,,,827224,,,,575,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/23/2021,,,,,883694,,,,614,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/24/2021,,,,,940163,,,,653,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/25/2021,,,,,996633,,,,692,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/26/2021,,,,,1053102,,,,732,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/27/2021,22767000,,,,1109571,1.58,,,771,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/28/2021,,,,,995097,,,,691,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/29/2021,,,,,880622,,,,612,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/30/2021,,,,,766148,,,,532,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,1/31/2021,24000000,,,,651673,1.67,,,453,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/1/2021,,,,,836020,,,,581,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/2/2021,,,,,1020367,,,,709,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/3/2021,31200000,,,,1204714,2.17,,,837,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/4/2021,,,,,1382583,,,,961,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/5/2021,,,,,1560452,,,,1084,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/6/2021,,,,,1738321,,,,1208,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/7/2021,,,,,1916190,,,,1331,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/8/2021,,,,,1795238,,,,1247,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/9/2021,40520000,,,,1674286,2.82,,,1163,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/10/2021,,,,,1421654,,,,988,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/11/2021,,,,,1289975,,,,896,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/12/2021,,,,,1158296,,,,805,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/13/2021,,,,,1026617,,,,713,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/14/2021,,,,,894937,,,,622,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/15/2021,,,,,763258,,,,530,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/16/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/17/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/18/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/19/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/20/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/21/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/22/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/23/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/24/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/25/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/26/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/27/2021,,,,,631579,,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,2/28/2021,52520000,,,,631579,3.65,,,439,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/1/2021,,,,,668496,,,,464,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/2/2021,,,,,705414,,,,490,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/3/2021,,,,,742331,,,,516,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/4/2021,,,,,779248,,,,541,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/5/2021,,,,,816165,,,,567,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/6/2021,,,,,853083,,,,593,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/7/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/8/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/9/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/10/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/11/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/12/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/13/2021,,,,,890000,,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
China,CHN,3/14/2021,64980000,,,,890000,4.51,,,618,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.chinadaily.com.cn/a/202103/15/WS604efbd6a31024ad0baaf3de.html
Colombia,COL,2/16/2021,0,0,,,,0,0,,,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/17/2021,18,18,,18,18,0,0,,0,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/18/2021,7854,7854,,7836,3927,0.02,0.02,,77,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/19/2021,21307,21307,,13453,7102,0.04,0.04,,140,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/20/2021,33140,33140,,11833,8285,0.07,0.07,,163,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/21/2021,39827,39827,,6687,7965,0.08,0.08,,157,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/22/2021,45166,45166,,5339,7528,0.09,0.09,,148,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/23/2021,48150,48150,,2984,6879,0.09,0.09,,135,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/24/2021,50524,50524,,2374,7215,0.1,0.1,,142,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/25/2021,66157,66157,,15633,8329,0.13,0.13,,164,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/26/2021,81333,81333,,15176,8575,0.16,0.16,,169,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/27/2021,114042,114042,,32709,11557,0.22,0.22,,227,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,2/28/2021,130578,130578,,16536,12964,0.26,0.26,,255,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,3/1/2021,149133,149133,,18555,14852,0.29,0.29,,292,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,3/2/2021,169619,169619,,20486,17353,0.33,0.33,,341,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,3/3/2021,191480,191480,,21861,20137,0.38,0.38,,396,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,3/4/2021,206475,206475,,14995,20045,0.41,0.41,,394,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
Colombia,COL,3/5/2021,239851,239851,,33376,22645,0.47,0.47,,445,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx
